; PERSON  r2Winsteps  Apr  1 2016 12:33
;ENTRY MEASURE ST   COUNT    SCORE MODLSE IN.MSQ IN.ZST OUT.MS OUT.ZS  DISPL   PTMA WEIGHT OBSMA EXPMA PMA-E  RMSR    WMLE NAME
     1   -3.23 -1     5.0       .0   1.93   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00   -3.23 1086 | Male   | Black
   757    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 941  | Female | White
   758    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 968  | Female | Latino
   759    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1080 | Male   | White
   760    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 975  | Female | White
   761    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1075 | Female | White
   762    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 948  | Male   | Asian
   763    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 982  | Female | White
   764    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1010 | Female | White
   765    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 937  | Female | Latino
   766    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1051 | Female | White
   767    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 892  | Female | Latino
   768    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1145 | Male   | Asian
   769    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1107 | Female | White
   770    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 930  | Male   | White
   771    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 979  | Male   | Asian
   772    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 791  | Female | Latino
   773    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1154 | Female | White
   774    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 966  | Female | Latino
   775    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 884  | Female | White
   776    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 855  | Female | White
   777    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 966  | Female | Latino
   778    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1196 | Female | White
   779    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1005 | Female | White
   780    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 781  | Male   | White
   781    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1055 | Male   | Asian
   782    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 888  | Male   | Asian
   783    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1207 | Female | White
   784    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 965  | Female | White
   785    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1001 | Male   | White
   786    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 982  | Male   | White
   787    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1122 | Female | Multiple
   788    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 853  | Male   | White
   789    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 973  | Male   | White
   790    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 987  | Female | Latino
   791    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1036 | Female | Latino
   792    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 934  | Male   | White
   793    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1052 | Male   | Latino
   794    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1061 | Male   | Black
   795    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 738  | Female | White
   796    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 909  | Male   | Latino
   797    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 883  | Female | Black
   798    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 963  | Female | White
   799    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1195 | Female | White
   800    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 899  | Female | White
   801    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 964  | Male   | White
   802    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1036 | Male   | Asian
   803    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1025 | Male   | White
   804    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1020 | Female | White
   805    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1232 | Male   | Asian
   806    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 929  | Male   | Asian
   807    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 924  | Female | White
   808    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 993  | Male   | Multiple
   809    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1060 | Male   | White
   810    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 823  | Female | White
   811    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1169 | Female | White
   812    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1063 | Female | White
   813    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 989  | Male   | White
   814    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 995  | Male   | Latino
   815    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 910  | Male   | White
   816    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1021 | Female | Asian
   817    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1019 | Female | White
   818    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1009 | Male   | White
   819    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1144 | Male   | White
   820    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1096 | Male   | White
   821    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1062 | Female | White
   822    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1025 | Female | White
   823    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1001 | Female | White
   824    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1034 | Male   | White
   825    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1049 | Female | Asian
   826    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 794  | Male   | Black
   827    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1140 | Male   | White
   828    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1124 | Female | White
   829    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1041 | Female | White
   830    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 998  | Male   | Latino
   831    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 965  | Female | Latino
   832    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 982  | Male   | White
   833    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1144 | Female | Latino
   834    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 959  | Female | Latino
   835    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1153 | Male   | Latino
   836    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1128 | Male   | White
   837    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1048 | Male   | Latino
   838    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1046 | Female | Latino
   839    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 994  | Male   | White
   840    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 931  | Female | White
   841    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 905  | Male   | White
   842    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 870  | Male   | Latino
   843    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 980  | Female | Asian
   844    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 989  | Female | Latino
   845    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1026 | Male   | White
   846    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1119 | Female | White
   847    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1151 | Female | Latino
   848    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1057 | Male   | White
   849    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 866  | Male   | White
   850    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 952  | Female | Asian
   851    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1127 | Male   | Latino
   852    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1054 | Female | White
   853    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 720  | Female | White
   854    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1052 | Male   | Black
   855    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 888  | Male   | White
   856    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 969  | Female | Latino
   857    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1069 | Male   | White
   858    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1004 | Female | Black
   859    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 942  | Male   | Latino
   860    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1110 | Female | Latino
   861    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 971  | Female | White
   862    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1015 | Male   | Latino
   863    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 870  | Female | White
   864    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1050 | Female | White
   865    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 928  | Male   | Latino
   866    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 959  | Female | Asian
   867    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1057 | Female | Latino
   868    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 880  | Female | White
   869    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 942  | Female | White
   870    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1056 | Female | White
   871    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1086 | Female | White
   872    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 781  | Male   | White
   873    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 827  | Male   | White
   874    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1015 | Male   | Black
   875    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 984  | Female | Asian
   876    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1026 | Male   | Latino
   877    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 969  | Female | Black
   878    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1080 | Male   | Black
   879    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1022 | Female | White
   880    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 978  | Female | White
   881    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 980  | Male   | Asian
   882    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 964  | Male   | White
   883    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1013 | Male   | White
   884    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1155 | Female | Latino
   885    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 833  | Male   | Black
   886    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1185 | Female | White
   887    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 960  | Female | Latino
   888    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1066 | Female | White
   889    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1067 | Male   | White
   890    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 860  | Male   | Black
   891    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1091 | Male   | Latino
   892    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 943  | Female | Black
   893    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 887  | Male   | White
   894    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 992  | Male   | White
   895    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 883  | Female | White
   896    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 839  | Female | White
   897    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1072 | Female | Latino
   898    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 853  | Female | Black
   899    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1088 | Male   | White
   900    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1080 | Female | White
   901    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1073 | Male   | White
   902    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 959  | Male   | Latino
   903    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1027 | Female | White
   904    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 883  | Male   | Latino
   905    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1182 | Female | Asian
   906    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1005 | Female | Latino
   907    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 983  | Female | Asian
   908    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 982  | Male   | White
   909    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1170 | Female | Asian
   910    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1011 | Female | White
   911    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1114 | Male   | Asian
   912    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1152 | Male   | White
   913    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1074 | Female | White
   914    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 914  | Male   | White
   915    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 991  | Female | White
   916    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1047 | Male   | Asian
   917    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1086 | Female | White
   918    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1032 | Male   | Latino
   919    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1128 | Female | Latino
   920    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1016 | Male   | White
   921    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1122 | Female | White
   922    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 945  | Female | White
   923    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 974  | Female | Black
   924    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 964  | Male   | White
   925    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 938  | Female | White
   926    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1089 | Male   | Latino
   927    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 979  | Male   | White
   928    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 818  | Male   | White
   929    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1002 | Female | Latino
   930    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 991  | Female | White
   931    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 729  | Female | White
   932    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1060 | Female | White
   933    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1140 | Female | Latino
   934    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1007 | Female | White
   935    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1204 | Male   | White
   936    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1163 | Male   | White
   937    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 825  | Male   | White
   938    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1034 | Male   | Black
   939    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1019 | Male   | Latino
   940    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 811  | Female | White
   941    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 987  | Male   | White
   942    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1089 | Male   | White
   943    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1090 | Female | Asian
   944    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 1066 | Male   | Multiple
   945    3.24  0     5.0      5.0   1.94   1.00    .00   1.00    .00    .00    .00   1.00 100.0 100.0   .00   .00    3.24 894  | Male   | White
